age,gender,race,city,state,county,year,fips
36,Male,Hispanic/Latino,Los Lunas,NM,valencia,2015,35061
36,Male,Hispanic/Latino,Plantation,FL,broward,2015,12011
36,Male,African-American/Black,Las Vegas,NV,clark,2015,32003
36,Male,Hispanic/Latino,San Antonio,TX,bexar,2015,48029
36,Male,European-American/White,Jacksonville,FL,duval,2015,12031
36,Male,European-American/White,Springtown,TX,parker,2015,48367
36,Male,Hispanic/Latino,Fort Worth,TX,tarrant,2015,48439
36,Male,European-American/White,Monterey,CA,monterey,2015,6053
36,Male,Hispanic/Latino,Corpus Christi,TX,nueces,2015,48355
36,Male,African-American/Black,Carmichael,CA,sacramento,2015,6067
36,Male,European-American/White,Talking Rock,GA,pickens,2015,13227
36,Male,European-American/White,Forest Grove,OR,washington,2015,41067
36,Male,European-American/White,Salem,OR,marion,2015,41047
36,Female,European-American/White,Goose Creek,SC,berkeley,2015,45015
36,Male,European-American/White,Brighton,CO,adams,2015,8001
36,Male,Hispanic/Latino,Deming,NM,luna,2015,35029
36,Male,African-American/Black,Yonkers,NY,westchester,2015,36119
36,Male,European-American/White,Tucson,AZ,pima,2015,4019
36,Male,European-American/White,Healdton,OK,carter,2015,40019
36,Male,European-American/White,Winnsboro,LA,franklin,2015,22041
36,Male,European-American/White,Lucedale,MS,george,2015,28039
36,Male,European-American/White,Dallas,TX,dallas,2016,48113
36,Male,African-American/Black,Washington,DC,the district,2016,11001
36,Male,African-American/Black,San Antonio,TX,bexar,2016,48029
36,Male,Native American/Alaskan,Barrow,AK,north slope borouh,2016,2185
36,Male,African-American/Black,Goose Creek,SC,berkeley,2016,45015
36,Male,European-American/White,Grundy,VA,buchanan,2016,51027
36,Female,European-American/White,Lemoore,CA,kings,2016,6031
36,Female,European-American/White,Notasulga,AL,macon,2016,1087
36,Male,African-American/Black,Columbus,GA,muscogee,2016,13215
36,Male,European-American/White,Murray,UT,salt lake,2016,49035
36,Male,European-American/White,Gretna,LA,jefferson,2016,22051
36,Male,African-American/Black,Forrest City,AR,st. francis,2016,5123
36,Male,European-American/White,Bend,OR,deschutes,2016,41017
36,Male,European-American/White,Butte,MT,silver bow,2016,30093
36,Male,African-American/Black,Paterson,NJ,passaic,2016,34031
36,Male,Hispanic/Latino,Gainesville,GA,hall,2016,13139
36,Male,African-American/Black,Raymond,MS,hinds,2016,28049
36,Male,European-American/White,Birmingham,AL,jefferson,2016,1073
36,Male,Asian/Pacific Islander,Keaau,HI,hawaii,2016,15001
36,Male,Hispanic/Latino,Artesia,NM,eddy,2016,35015
36,Male,Hispanic/Latino,Los Angeles,CA,los angeles,2016,6037
36,Male,Hispanic/Latino,Victoria,TX,victoria,2016,48469
36,Male,European-American/White,Richmond,TX,fort bend,2016,48157
36,Male,European-American/White,Rome,OH,ashtabula,2016,39007
36,Male,European-American/White,Hays,KS,ellis,2016,20051
36,Male,Hispanic/Latino,Las Cruces,NM,dona ana,2016,35013
36,Male,Hispanic/Latino,Dallas,TX,dallas,2016,48113
36,Male,European-American/White,Weatherford,TX,parker,2016,48367
36,Male,African-American/Black,Danbury,CT,fairfield,2016,9001
36,Male,African-American/Black,Ennis,TX,ellis,2016,48139
36,Male,African-American/Black,Pasadena,CA,los angeles,2016,6037
36,Male,African-American/Black,Markham,IL,cook,2016,17031
36,Male,European-American/White,Fort Wayne,IN,allen,2016,18003
36,Male,European-American/White,Bartlesville,OK,washington,2016,40147
36,Male,European-American/White,Okemah,OK,okfuskee,2016,40107
36,Male,European-American/White,Lakeside,AZ,navajo,2016,4017
36,Male,African-American/Black,Baytown,TX,harris,2016,48201
36,Male,African-American/Black,Chicago,IL,cook,2016,17031
36,Male,European-American/White,Las Cruces,NM,dona ana,2016,35013
36,Male,European-American/White,Sioux City,IA,woodbury,2016,19193
36,Male,European-American/White,Greenwood,IN,johnson,2016,18081
36,Male,European-American/White,Dallas,OR,polk,2016,41053
36,Male,European-American/White,Campbellton,TX,atascosa,2016,48013
36,Female,European-American/White,Bessemer,AL,jefferson,2017,1073
36,Male,African-American/Black,Atlanta,GA,de kalb,2017,13089
36,Male,European-American/White,Tooele,UT,tooele,2017,49045
36,Male,African-American/Black,Alamo,TN,crockett,2017,47033
36,Male,African-American/Black,Rotterdam,NY,schenectady,2017,36093
36,Male,Native American/Alaskan,Wasilla,AK,matanuska-susitna,2017,2170
36,Male,European-American/White,Francesville,IN,pulaski,2017,18131
36,Male,African-American/Black,Dallas,TX,dallas,2017,48113
36,Male,European-American/White,Affton,MO,NA,2013,29189
36,Female,European-American/White,Phoenix,AZ,NA,2016,4013
36,Male,European-American/White,Brookport,IL,NA,2016,17127
36,Male,Race unspecified,Gadsden,AL,NA,2013,1055
36,Male,European-American/White,Arab,AL,NA,2015,1095
36,Male,Race unspecified,Girard,GA,NA,2013,13033
36,Male,Race unspecified,Sharpsburg,GA,NA,2017,13077
36,Male,European-American/White,Cedartown,GA,NA,2017,13233
36,Male,European-American/White,Dalton,GA,NA,2013,13313
36,Male,European-American/White,Hinton,WV,NA,2014,54089
36,Male,Race unspecified,Hamilton Township,NJ,NA,2015,34021
36,Male,Race unspecified,San Leandro,CA,NA,2014,6001
36,Male,Hispanic/Latino,Hayward,CA,NA,2016,6001
36,Male,Race unspecified,El Monte,CA,NA,2013,6037
36,Male,European-American/White,Calimesa,CA,NA,2015,6065
36,Male,Race unspecified,Winchester,CA,NA,2016,6065
36,Male,Race unspecified,Ontario,CA,NA,2017,6071
36,Male,European-American/White,Fallbrook,CA,NA,2013,6073
36,Male,Race unspecified,Ripon,CA,NA,2016,6077
36,Male,European-American/White,Montague,CA,NA,2016,6093
36,Male,European-American/White,Santa Paula,CA,NA,2017,6111
36,Male,Race unspecified,Placitas,NM,NA,2013,35043
36,Male,Race unspecified,Dalhart,TX,NA,2014,48111
36,Male,Hispanic/Latino,Dallas,TX,NA,2016,48113
36,Male,European-American/White,Fisty,KY,NA,2016,21119
36,Male,Asian/Pacific Islander,Forest Lake,MN,NA,2017,27163
36,Male,Race unspecified,Fife,WA,NA,2017,53053
36,Male,Race unspecified,Graham,WA,NA,2016,53053
36,Male,European-American/White,Lynnwood,WA,NA,2017,53061
36,Male,European-American/White,Bel Air,MD,NA,2016,24025
36,Male,European-American/White,Tallahassee,FL,NA,2016,12073
36,Male,Hispanic/Latino,Delray Beach,FL,NA,2014,12099
36,Male,Race unspecified,Richmond,VA,NA,2017,51760
36,Male,Race unspecified,Chattanooga,TN,NA,2016,47065
36,Male,European-American/White,Johnstown,PA,NA,2016,42021
36,Male,European-American/White,Molalla,OR,NA,2014,41005
36,Male,European-American/White,Oklahoma City,OK,NA,2015,40109
36,Male,European-American/White,Austin,AR,NA,2016,5085
36,Male,Race unspecified,Gretna,LA,NA,2014,22051
36,Male,Race unspecified,Henderson,NV,NA,2015,32003
36,Male,Race unspecified,Washington,DC,NA,2014,11001
37,Male,African-American/Black,Brooklyn,NY,kings,2013,36047
37,Male,European-American/White,Man,WV,logan,2013,54045
37,Female,European-American/White,Purvis,MS,lamar,2013,28073
37,Male,African-American/Black,St. Louis,MO,st. louis,2013,29189
37,Male,Hispanic/Latino,El Paso,TX,el paso,2013,48141
37,Male,African-American/Black,Hazel Park,MI,oakland,2013,26125
37,Male,Hispanic/Latino,Salt Lake City,UT,salt lake,2013,49035
37,Male,Native American/Alaskan,Farmington,NM,san juan,2013,35045
37,Male,African-American/Black,Baton Rouge,LA,e. baton rouge,2013,22033
37,Male,Hispanic/Latino,San Antonio,TX,bexar,2013,48029
37,Female,African-American/Black,Baltimore,MD,baltimore city,2013,24510
37,Male,Hispanic/Latino,Paramount,CA,los angeles,2013,6037
37,Female,European-American/White,Crossville,TN,cumberland,2013,47035
37,Male,European-American/White,Escondido,CA,san diego,2013,6073
37,Male,European-American/White,Acworth,GA,cobb,2013,13067
37,Male,African-American/Black,Midwest City,OK,oklahoma,2013,40109
37,Male,African-American/Black,Fort Worth,TX,tarrant,2013,48439
37,Male,Hispanic/Latino,Las Cruces,NM,dona ana,2013,35013
37,Male,African-American/Black,Indio,CA,riverside,2013,6065
37,Male,European-American/White,Los Angeles,CA,los angeles,2013,6037
37,Male,European-American/White,Stanfield,OR,umatilla,2013,41059
37,Female,African-American/Black,Brooklyn,NY,kings,2013,36047
37,Male,African-American/Black,New Orleans,LA,orleans,2013,22071
37,Male,Asian/Pacific Islander,Oakland,CA,alameda,2013,6001
37,Male,European-American/White,Ambridge,PA,beaver,2013,42007
37,Male,European-American/White,Hayward,CA,alameda,2013,6001
37,Male,European-American/White,Phoenix,AZ,maricopa,2013,4013
37,Male,European-American/White,Imperial,NE,chase,2013,31029
37,Male,African-American/Black,Latta,SC,dillon,2013,45033
37,Male,African-American/Black,Mobile,AL,mobile,2013,1097
37,Male,European-American/White,Newville,PA,cumberland,2013,42041
37,Male,European-American/White,Pittsburgh,PA,allegheny,2013,42003
37,Male,European-American/White,Grantsville,UT,tooele,2013,49045
37,Male,European-American/White,Paragould,AR,greene,2013,5055
37,Male,European-American/White,Baltimore,MD,baltimore city,2013,24510
37,Male,Hispanic/Latino,Fort Worth,TX,tarrant,2013,48439
37,Male,European-American/White,Fayetteville,NC,cumberland,2014,37051
37,Male,European-American/White,Stansbury Park,UT,tooele,2014,49045
37,Male,African-American/Black,Baton Rouge,LA,e. baton rouge,2014,22033
37,Male,European-American/White,Kilgore,TX,gregg,2014,48183
37,Male,African-American/Black,Cincinnati,OH,hamilton,2014,39061
37,Male,African-American/Black,Killeen,TX,bell,2014,48027
37,Male,European-American/White,Spokane,WA,spokane,2014,53063
37,Male,African-American/Black,Chicago,IL,cook,2014,17031
37,Male,Hispanic/Latino,Bel Air,MD,harford,2014,24025
37,Male,Hispanic/Latino,Albuquerque,NM,bernalillo,2014,35001
37,Male,European-American/White,Henderson,NV,clark,2014,32003
37,Male,European-American/White,Lancaster,CA,los angeles,2014,6037
37,Male,European-American/White,Racoine,WI,racine,2014,55101
37,Male,European-American/White,Estero,FL,lee,2014,12071
37,Male,African-American/Black,Columbus,OH,franklin,2014,39049
37,Male,African-American/Black,St. George,SC,dorchester,2014,45035
37,Female,European-American/White,Hampton,GA,henry,2014,13151
37,Male,African-American/Black,Los Angeles,CA,los angeles,2014,6037
37,Male,African-American/Black,Los Angeles,CA,los angeles,2014,6037
37,Male,European-American/White,Washington City,UT,washington,2014,49053
37,Male,European-American/White,Amarillo,TX,potter,2014,48375
37,Male,European-American/White,Bedford,VA,bedford,2014,51019
37,Female,African-American/Black,Cleveland,OH,cuyahoga,2014,39035
37,Male,European-American/White,Klamath Falls,OR,klamath,2014,41035
37,Male,African-American/Black,Deming,WA,whatcom,2014,53073
37,Male,Hispanic/Latino,Kingsville,TX,kleberg,2014,48273
37,Male,African-American/Black,New Orleans,LA,orleans,2015,22071
37,Female,European-American/White,Nutley,NJ,essex,2015,34013
37,Male,European-American/White,Port St. Joe,FL,gulf,2015,12045
37,Male,Hispanic/Latino,San Manuel,AZ,pinal,2015,4021
37,Male,European-American/White,Powder Springs,GA,cobb,2015,13067
37,Male,African-American/Black,Oklahoma City,OK,oklahoma,2015,40109
37,Female,European-American/White,Ehrenberg,AZ,lapaz,2015,4012
37,Male,African-American/Black,Aurora,CO,arapahoe,2015,8005
37,Male,Hispanic/Latino,Ontario,CA,san bernardino,2015,6071
37,Male,African-American/Black,Elkton,MD,cecil,2015,24015
37,Male,European-American/White,Vallejo,CA,solano,2015,6095
37,Male,European-American/White,Fond du Lac,WI,fond du lac,2015,55039
37,Male,African-American/Black,Hawthorne,CA,los angeles,2015,6037
37,Male,Native American/Alaskan,Lakewood,WA,pierce,2015,53053
37,Male,European-American/White,Pekin,IL,tazewell,2015,17179
37,Male,European-American/White,Morristown,TN,hamblen,2015,47063
37,Male,African-American/Black,Baton Rouge,LA,e. baton rouge,2015,22033
37,Male,African-American/Black,Kansas City,MO,jackson,2015,29095
37,Male,Hispanic/Latino,Humble,TX,harris,2015,48201
37,Female,Hispanic/Latino,Los Angeles,CA,los angeles,2015,6037
37,Male,European-American/White,Mora,MN,kanabec,2015,27065
37,Male,Hispanic/Latino,Harlingen,TX,cameron,2015,48061
37,Male,European-American/White,Piedmont,SC,greenville,2015,45045
37,Female,European-American/White,Ozark,MO,christian,2015,29043
37,Female,Hispanic/Latino,Chicago,IL,cook,2015,17031
37,Male,European-American/White,Sioux Falls,SD,minnehaha,2016,46099
37,Male,European-American/White,Harper,TX,gillespie,2016,48171
37,Male,African-American/Black,Pittsburgh,PA,allegheny,2016,42003
37,Male,African-American/Black,Cincinnati,OH,hamilton,2016,39061
37,Male,African-American/Black,West Haven,CT,new haven,2016,9009
37,Male,European-American/White,Evans,CO,weld,2016,8123
37,Male,European-American/White,Kenly,NC,johnston,2016,37101
37,Male,European-American/White,Biloxi,MS,harrison,2016,28047
37,Male,African-American/Black,Houston,TX,harris,2016,48201
37,Male,European-American/White,Midland,PA,beaver,2016,42007
37,Male,Hispanic/Latino,Odessa,TX,ector,2016,48135
37,Male,African-American/Black,Saint Petersburg,FL,pinellas,2016,12103
37,Male,European-American/White,Union,NJ,union,2016,34039
37,Male,African-American/Black,Tupelo,MS,lee,2016,28081
37,Male,Hispanic/Latino,Wellington,FL,palm beach,2016,12099
37,Male,African-American/Black,Fort Madison,IA,lee,2016,19111
37,Male,African-American/Black,Brooklyn,NY,kings,2016,36047
37,Male,African-American/Black,Baton Rouge,LA,e. baton rouge,2016,22033
37,Male,African-American/Black,Phoenix,AZ,maricopa,2016,4013
37,Male,European-American/White,Beaumont,TX,jefferson,2016,48245
37,Male,Hispanic/Latino,Bakersfield,CA,kern,2016,6029
37,Male,African-American/Black,Houston,TX,harris,2016,48201
37,Male,European-American/White,Eagan,MN,dakota,2016,27037
37,Male,European-American/White,Longmont,CO,boulder,2016,8013
37,Male,European-American/White,Lincoln,CA,placer,2016,6061
37,Male,European-American/White,Herman,MN,grant,2016,27051
37,Male,European-American/White,Webster,TX,harris,2016,48201
37,Male,Hispanic/Latino,Whittier,CA,los angeles,2016,6037
37,Male,African-American/Black,Chicago,IL,cook,2016,17031
37,Male,European-American/White,Dallas,TX,dallas,2016,48113
37,Male,African-American/Black,Houston,TX,harris,2016,48201
37,Male,African-American/Black,Badin,NC,stanly,2016,37167
37,Female,Asian/Pacific Islander,Long Beach,CA,los angeles,2017,6037
37,Male,European-American/White,North Platte,NE,lincoln,2017,31111
37,Male,European-American/White,Oxford,AL,calhoun,2017,1015
37,Male,African-American/Black,Los Angeles,CA,los angeles,2017,6037
37,Male,European-American/White,Greenville,SC,greenville,2017,45045
37,Male,European-American/White,Sparks,NV,washoe,2017,32031
37,Male,African-American/Black,Erie,PA,erie,2017,42049
37,Male,Hispanic/Latino,Tonopah,AZ,NA,2017,4013
37,Female,Hispanic/Latino,Springfield,OH,NA,2015,39023
37,Male,Race unspecified,Brook Park,OH,NA,2016,39035
37,Male,Race unspecified,Cincinnati,OH,NA,2014,39061
37,Male,Race unspecified,Cincinnati,OH,NA,2014,39061
37,Male,Race unspecified,East St. Louis,IL,NA,2016,17163
37,Female,European-American/White,Bessemer,AL,NA,2017,1073
37,Male,Race unspecified,Huntsville,AL,NA,2017,1089
37,Male,Race unspecified,Huntington,WV,NA,2014,54011
37,Male,Race unspecified,Atlantic City,NJ,NA,2015,34001
37,Male,Race unspecified,Newark,NJ,NA,2017,34013
37,Male,Hispanic/Latino,Paterson,NJ,NA,2017,34031
37,Male,African-American/Black,Antioch,CA,NA,2016,6013
37,Male,Race unspecified,Bell,CA,NA,2016,6037
37,Male,Hispanic/Latino,Riverside,CA,NA,2013,6065
37,Male,Race unspecified,Sacramento,CA,NA,2014,6067
37,Male,Hispanic/Latino,Stockton,CA,NA,2014,6077
37,Male,European-American/White,Santa Rosa,CA,NA,2013,6097
37,Male,European-American/White,Guerneville,CA,NA,2013,6097
37,Male,Hispanic/Latino,Tulare,CA,NA,2016,6107
37,Male,European-American/White,Portage,MI,NA,2015,26077
37,Male,European-American/White,Belleville,MI,NA,2016,26163
37,Male,Race unspecified,Albuquerque,NM,NA,2013,35001
37,Male,European-American/White,Gautier,MS,NA,2016,28059
37,Male,Race unspecified,Water Valley,MS,NA,2013,28161
37,Male,European-American/White,Ridgefield,WA,NA,2016,53011
37,Male,European-American/White,Kelso,WA,NA,2016,53015
37,Male,European-American/White,Spokane,WA,NA,2015,53063
37,Male,Hispanic/Latino,Miami,FL,NA,2014,12086
37,Male,Race unspecified,Miami,FL,NA,2016,12086
37,Male,Hispanic/Latino,Orlando,FL,NA,2015,12095
37,Male,Race unspecified,Richmond,VA,NA,2017,51087
37,Male,Race unspecified,Monessen,PA,NA,2014,42129
37,Male,Race unspecified,Del City,OK,NA,2017,40109
37,Male,European-American/White,Livingston,MT,NA,2016,30067
37,Male,European-American/White,Danvers,MA,NA,2013,25009
37,Male,Race unspecified,New Orleans,LA,NA,2016,22071
37,Male,Race unspecified,LaPlace,LA,NA,2014,22095
37,Male,European-American/White,Sheboygan,WI,NA,2016,55117
37,Male,European-American/White,Mitchell,SD,NA,2015,46035
38,Male,European-American/White,Independence Charter Township,MI,oakland,2013,26125
38,Female,European-American/White,Salt Lake City,UT,salt lake,2013,49035
38,Male,European-American/White,Kansas City,MO,jackson,2013,29095
38,Male,African-American/Black,Roanoke Rapids,NC,halifax,2013,37083
38,Male,African-American/Black,Jacksonville,FL,duval,2013,12031
38,Male,Hispanic/Latino,Wichita,KS,sedgwick,2013,20173
