GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADK5E001,ADK5E002,ADK5E003,ADK5E004,ADK5E005,ADK5E006,ADK5E007,ADK5E008,ADK5E009,ADK5E010,ADK5E011,ADK5E012,ADK5E013,ADK5E014,ADK5E015,ADK5E016,ADK5E017,ADK5E018,ADK5E019,ADK5E020,ADK5E021,NAME_M,ADK5M001,ADK5M002,ADK5M003,ADK5M004,ADK5M005,ADK5M006,ADK5M007,ADK5M008,ADK5M009,ADK5M010,ADK5M011,ADK5M012,ADK5M013,ADK5M014,ADK5M015,ADK5M016,ADK5M017,ADK5M018,ADK5M019,ADK5M020,ADK5M021
"G0100210","2011-2015",,,"Alabama","01","Chilton County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chilton County, Alabama",43819,40469,35289,4471,158,126,0,85,340,0,340,3350,1539,57,0,0,0,1720,34,22,12,"Chilton County, Alabama",0,0,112,99,84,75,24,113,165,24,165,0,451,63,24,24,24,454,33,25,19
"G0100230","2011-2015",,,"Alabama","01","Choctaw County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Choctaw County, Alabama",13395,13347,7487,5753,2,0,0,2,103,0,103,48,0,48,0,0,0,0,0,0,0,"Choctaw County, Alabama",0,48,5,76,4,18,18,5,65,18,65,48,18,48,18,18,18,18,18,18,18
"G0100250","2011-2015",,,"Alabama","01","Clarke County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Alabama",25070,24985,13376,11346,7,90,96,0,70,0,70,85,51,0,0,0,0,24,10,10,0,"Clarke County, Alabama",0,63,21,187,8,91,148,21,71,21,71,63,48,21,21,21,21,39,15,15,21
"G0100270","2011-2015",,,"Alabama","01","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Alabama",13537,13107,10821,1948,98,0,0,47,193,3,190,430,244,15,7,0,0,145,19,19,0,"Clay County, Alabama",0,0,8,153,47,18,18,59,161,8,161,0,122,26,13,18,18,120,29,29,18
"G0100290","2011-2015",,,"Alabama","01","Cleburne County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleburne County, Alabama",15002,14657,13877,442,33,53,0,0,252,0,252,345,221,0,0,0,0,85,39,22,17,"Cleburne County, Alabama",0,0,18,108,45,65,18,18,103,18,103,0,112,18,18,18,18,79,54,34,37
"G0100310","2011-2015",,,"Alabama","01","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee County, Alabama",50884,47608,36392,8753,414,627,0,33,1389,6,1383,3276,2675,76,61,0,0,365,99,5,94,"Coffee County, Alabama",0,0,9,218,98,98,27,35,263,6,263,0,232,76,72,27,27,197,63,7,64
"G0100330","2011-2015",,,"Alabama","01","Colbert County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colbert County, Alabama",54444,53123,42957,8478,312,162,35,0,1179,18,1161,1321,354,0,0,16,0,687,264,256,8,"Colbert County, Alabama",0,0,30,301,128,50,39,27,313,30,310,0,258,27,27,26,27,358,183,181,12
"G0100350","2011-2015",,,"Alabama","01","Conecuh County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conecuh County, Alabama",12865,12655,6557,5748,37,6,0,2,305,0,305,210,153,4,0,0,0,0,53,0,53,"Conecuh County, Alabama",0,0,3,200,39,11,18,3,194,18,194,0,55,12,18,18,18,18,58,18,58
"G0100370","2011-2015",,,"Alabama","01","Coosa County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coosa County, Alabama",11027,10790,7190,3384,7,0,0,0,209,0,209,237,237,0,0,0,0,0,0,0,0,"Coosa County, Alabama",0,0,18,175,11,18,18,18,175,18,175,0,18,18,18,18,18,18,18,18,18
"G0100390","2011-2015",,,"Alabama","01","Covington County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Covington County, Alabama",37886,37306,31577,4912,171,117,23,3,503,54,449,580,377,21,0,0,0,167,15,15,0,"Covington County, Alabama",0,0,7,81,76,53,28,7,119,61,124,0,92,21,24,24,24,94,25,25,24
"G0100410","2011-2015",,,"Alabama","01","Crenshaw County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crenshaw County, Alabama",13938,13701,9825,3277,108,253,0,58,180,0,180,237,141,0,0,0,0,96,0,0,0,"Crenshaw County, Alabama",0,0,25,97,37,18,18,58,87,18,87,0,83,18,18,18,18,83,18,18,18
"G0100430","2011-2015",,,"Alabama","01","Cullman County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cullman County, Alabama",80965,77472,74635,857,331,451,18,70,1110,77,1033,3493,2843,107,0,0,3,527,13,0,13,"Cullman County, Alabama",0,0,133,110,131,31,20,105,168,81,158,0,326,110,27,27,6,308,21,27,21
"G0100450","2011-2015",,,"Alabama","01","Dale County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dale County, Alabama",49866,46886,34829,9678,253,588,10,266,1262,72,1190,2980,2403,120,5,0,0,327,125,19,106,"Dale County, Alabama",0,0,308,155,76,91,14,303,200,63,190,0,222,83,8,24,24,188,100,32,92
"G0100470","2011-2015",,,"Alabama","01","Dallas County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Alabama",42154,42024,12045,29159,77,144,20,0,579,16,563,130,40,5,0,0,0,68,17,10,7,"Dallas County, Alabama",0,90,24,256,58,62,32,24,242,13,243,90,38,10,24,24,24,74,19,15,12
"G0100490","2011-2015",,,"Alabama","01","DeKalb County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Alabama",71068,61111,57485,1270,785,219,37,0,1315,10,1305,9957,3930,25,92,0,693,4936,281,226,55,"DeKalb County, Alabama",0,0,13,144,248,32,58,27,274,13,273,0,841,29,108,27,662,959,200,186,54
"G0100510","2011-2015",,,"Alabama","01","Elmore County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elmore County, Alabama",80763,78534,59479,16991,183,417,0,114,1350,20,1330,2229,1510,146,39,0,0,434,100,65,35,"Elmore County, Alabama",0,0,110,224,77,146,27,110,255,32,255,0,316,132,49,27,27,261,86,69,42
"G0100530","2011-2015",,,"Alabama","01","Escambia County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Escambia County, Alabama",37935,37469,23023,12660,1205,49,0,30,502,3,499,466,280,18,2,0,0,116,50,50,0,"Escambia County, Alabama",0,185,37,244,93,39,24,37,169,7,168,185,132,23,3,24,24,118,71,71,24
"G0100550","2011-2015",,,"Alabama","01","Etowah County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Etowah County, Alabama",103766,100026,81479,15947,302,679,107,76,1436,22,1414,3740,2833,78,41,0,0,648,140,72,68,"Etowah County, Alabama",0,0,108,202,112,93,92,100,277,34,267,0,361,85,66,27,27,330,92,78,48
"G0100570","2011-2015",,,"Alabama","01","Fayette County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Alabama",16896,16770,14413,2033,0,66,0,0,258,0,258,126,41,60,0,0,0,0,25,0,25,"Fayette County, Alabama",0,101,18,227,18,68,18,18,154,18,154,101,52,75,18,18,18,18,42,18,42
"G0100590","2011-2015",,,"Alabama","01","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Alabama",31634,26676,24833,1301,232,29,38,0,243,38,205,4958,3091,253,141,0,0,1327,146,123,23,"Franklin County, Alabama",0,0,24,147,62,28,49,24,137,49,131,0,708,318,245,24,24,713,154,152,37
"G0100610","2011-2015",,,"Alabama","01","Geneva County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geneva County, Alabama",26815,25842,22534,2342,87,329,0,101,449,2,447,973,661,45,0,0,0,202,65,27,38,"Geneva County, Alabama",0,0,19,326,40,358,21,120,96,5,96,0,189,64,21,21,21,173,59,44,41
"G0100630","2011-2015",,,"Alabama","01","Greene County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Alabama",8697,8636,1547,7011,7,14,0,0,57,7,50,61,0,4,0,0,0,0,57,57,0,"Greene County, Alabama",0,84,16,120,13,22,16,16,79,19,75,84,16,6,16,16,16,16,84,84,16
"G0100650","2011-2015",,,"Alabama","01","Hale County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hale County, Alabama",15256,15086,6095,8873,43,42,9,0,24,8,16,170,2,13,0,0,0,127,28,28,0,"Hale County, Alabama",0,0,12,55,15,53,14,18,23,12,18,0,4,24,18,18,18,48,45,45,18
"G0100670","2011-2015",,,"Alabama","01","Henry County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Alabama",17252,16823,11788,4891,0,0,0,0,144,0,144,429,352,0,0,0,0,67,10,10,0,"Henry County, Alabama",0,0,18,33,18,18,18,18,33,18,33,0,71,18,18,18,18,58,17,17,18
"G0100690","2011-2015",,,"Alabama","01","Houston County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Alabama",103534,100196,70069,27121,318,778,22,103,1785,32,1753,3338,2101,238,65,14,13,750,157,83,74,"Houston County, Alabama",0,0,58,146,62,84,32,60,182,18,182,0,244,90,56,12,14,189,56,38,34
"G0100710","2011-2015",,,"Alabama","01","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Alabama",52860,51410,47279,1635,582,200,54,122,1538,4,1534,1450,808,0,0,10,10,550,72,50,22,"Jackson County, Alabama",0,0,91,157,207,33,61,91,243,7,243,0,224,27,27,14,20,226,56,50,22
"G0100730","2011-2015",,,"Alabama","01","Jefferson County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Alabama",659026,634035,336064,277830,1401,10306,162,1262,7010,71,6939,24991,11696,1256,114,42,23,11341,519,322,197,"Jefferson County, Alabama",0,0,164,842,311,354,45,537,886,58,881,0,1105,371,74,51,27,1083,209,138,118
"G0100750","2011-2015",,,"Alabama","01","Lamar County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Alabama",14133,13937,12154,1565,40,3,0,89,86,0,86,196,196,0,0,0,0,0,0,0,0,"Lamar County, Alabama",0,0,18,89,41,4,18,99,47,18,47,0,18,18,18,18,18,18,18,18,18
"G0100770","2011-2015",,,"Alabama","01","Lauderdale County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lauderdale County, Alabama",92737,90508,78773,9156,405,672,9,81,1412,23,1389,2229,1840,83,0,0,0,123,183,109,74,"Lauderdale County, Alabama",0,0,60,261,117,86,15,83,324,24,326,0,182,70,27,27,27,111,101,73,50
"G0100790","2011-2015",,,"Alabama","01","Lawrence County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Alabama",33586,32889,25703,3837,1826,37,0,0,1486,17,1469,697,275,11,0,0,0,20,391,239,152,"Lawrence County, Alabama",0,0,17,89,288,20,24,24,302,19,300,0,167,17,24,24,24,24,169,246,230
"G0100810","2011-2015",,,"Alabama","01","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Alabama",150982,145367,102965,34698,211,4908,26,284,2275,47,2228,5615,2553,397,20,39,0,2319,287,104,183,"Lee County, Alabama",0,0,201,444,104,174,44,205,445,50,453,0,703,380,31,60,27,795,272,138,234
"G0100830","2011-2015",,,"Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Limestone County, Alabama",88805,83668,68756,11385,454,1106,20,188,1759,61,1698,5137,3224,41,16,0,18,1626,212,96,116,"Limestone County, Alabama",0,0,96,275,134,159,33,137,361,48,355,0,640,43,28,27,28,616,129,75,94
"G0100850","2011-2015",,,"Alabama","01","Lowndes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowndes County, Alabama",10742,10706,2716,7955,0,0,0,0,35,0,35,36,23,0,0,0,0,0,13,0,13,"Lowndes County, Alabama",0,32,18,49,18,18,18,18,36,18,36,32,26,18,18,18,18,18,20,18,20
"G0100870","2011-2015",,,"Alabama","01","Macon County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Alabama",20018,19705,3220,16186,54,43,0,69,133,0,133,313,150,85,8,0,0,50,20,5,15,"Macon County, Alabama",0,0,18,130,20,53,18,89,63,18,63,0,84,50,12,18,18,59,21,10,18
"G0100890","2011-2015",,,"Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Alabama",346438,330224,227290,82732,1910,8501,309,626,8856,142,8714,16214,11509,705,129,121,58,2303,1389,551,838,"Madison County, Alabama",0,0,137,682,245,453,51,224,841,87,814,0,827,332,97,102,55,655,542,247,451
"G0100910","2011-2015",,,"Alabama","01","Marengo County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marengo County, Alabama",20306,19847,9293,10413,24,29,0,6,82,0,82,459,189,30,0,0,0,240,0,0,0,"Marengo County, Alabama",0,0,9,96,24,40,21,9,81,21,81,0,101,50,21,21,21,116,21,21,21
"G0100930","2011-2015",,,"Alabama","01","Marion County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Alabama",30387,29661,27898,1118,65,86,0,0,494,12,482,726,550,52,0,0,0,21,103,12,91,"Marion County, Alabama",0,0,18,246,40,61,24,24,235,18,238,0,158,54,24,24,24,27,110,17,102
"G0100950","2011-2015",,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Alabama",94318,82374,77992,1805,371,458,41,38,1669,73,1596,11944,8793,6,83,0,0,2863,199,171,28,"Marshall County, Alabama",0,0,54,193,105,91,42,54,251,51,246,0,756,11,163,27,27,796,176,172,27
"G0100970","2011-2015",,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mobile County, Alabama",414251,403334,240830,144839,2605,8052,64,463,6481,158,6323,10917,7736,336,75,96,0,2318,356,263,93,"Mobile County, Alabama",0,0,86,678,412,293,54,252,771,68,752,0,726,137,70,100,27,666,203,168,89
"G0100990","2011-2015",,,"Alabama","01","Monroe County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Alabama",22217,21975,12183,9282,284,74,0,0,152,0,152,242,132,100,0,0,0,10,0,0,0,"Monroe County, Alabama",0,0,21,73,79,54,21,21,91,21,91,0,80,79,21,21,21,18,21,21,21
"G0101010","2011-2015",,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Alabama",228138,220347,84081,127411,415,5133,23,253,3031,580,2451,7791,4719,550,80,31,10,2057,344,173,171,"Montgomery County, Alabama",0,0,60,391,138,440,26,154,496,379,428,0,554,258,103,42,13,518,122,87,92
"G0101030","2011-2015",,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Alabama",119786,110428,92013,14543,592,720,99,25,2436,24,2412,9358,7038,174,166,0,0,1792,188,94,94,"Morgan County, Alabama",0,0,38,296,212,161,122,31,372,32,373,0,558,131,119,27,27,554,130,64,103
"G0101050","2011-2015",,,"Alabama","01","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Alabama",10038,9945,3011,6829,4,44,0,0,57,0,57,93,64,0,0,0,0,16,13,0,13,"Perry County, Alabama",0,59,16,100,9,39,16,16,54,16,54,59,45,16,16,16,16,21,18,16,18
"G0101070","2011-2015",,,"Alabama","01","Pickens County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, Alabama",19856,19531,10967,8408,0,13,9,0,134,10,124,325,188,4,0,0,0,99,34,27,7,"Pickens County, Alabama",0,137,21,169,21,24,15,21,78,16,77,137,102,7,21,21,21,62,38,36,10
"G0101090","2011-2015",,,"Alabama","01","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Alabama",33155,32866,18941,12652,265,708,0,0,300,0,300,289,247,13,0,0,0,7,22,9,13,"Pike County, Alabama",0,142,24,161,44,59,24,24,91,24,91,142,129,9,24,24,24,10,37,9,38
"G0101110","2011-2015",,,"Alabama","01","Randolph County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Alabama",22648,21980,17029,4429,58,38,50,0,376,19,357,668,457,91,0,0,0,111,9,9,0,"Randolph County, Alabama",0,0,30,239,50,61,78,21,202,30,195,0,149,126,21,21,21,120,12,12,21
"G0101130","2011-2015",,,"Alabama","01","Russell County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Alabama",58302,55478,29036,24252,196,440,117,7,1430,179,1251,2824,1996,159,6,0,0,389,274,95,179,"Russell County, Alabama",0,0,209,335,66,141,22,11,446,208,386,0,281,129,16,27,27,209,195,84,149
"G0101150","2011-2015",,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Alabama",85864,83951,74082,8047,371,645,4,28,774,16,758,1913,958,87,0,74,0,758,36,11,25,"St. Clair County, Alabama",0,0,59,191,153,69,8,43,265,25,257,0,402,113,27,89,27,389,39,18,34
"G0101170","2011-2015",,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Alabama",203530,191628,160416,23890,504,4147,52,287,2332,118,2214,11902,5070,50,47,0,0,6496,239,194,45,"Shelby County, Alabama",0,0,238,300,169,273,51,239,457,123,456,0,801,78,51,27,27,800,185,179,50
"G0101190","2011-2015",,,"Alabama","01","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, Alabama",13341,13288,3312,9660,52,226,0,0,38,4,34,53,23,5,0,0,0,23,2,2,0,"Sumter County, Alabama",0,43,18,141,66,110,18,18,44,7,44,43,32,7,18,18,18,31,4,4,18
"G0101210","2011-2015",,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Talladega County, Alabama",81437,79669,51883,25976,215,348,30,3,1214,7,1207,1768,778,47,69,20,0,609,245,170,75,"Talladega County, Alabama",0,0,17,274,93,104,37,6,290,16,289,0,262,59,88,31,27,281,119,111,89
"G0101230","2011-2015",,,"Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tallapoosa County, Alabama",41153,40136,28408,11266,134,15,0,17,296,0,296,1017,520,138,12,0,0,323,24,24,0,"Tallapoosa County, Alabama",0,0,25,151,65,19,24,25,144,24,144,0,265,121,21,24,24,280,41,41,24
"G0101250","2011-2015",,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuscaloosa County, Alabama",200458,194012,127351,61240,295,2940,67,240,1879,9,1870,6446,5249,67,38,13,0,1021,58,33,25,"Tuscaloosa County, Alabama",0,0,202,279,100,169,94,201,315,14,315,0,468,59,54,20,27,462,58,41,33
"G0101270","2011-2015",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Alabama",65923,64430,59054,3730,42,246,0,0,1358,14,1344,1493,1013,71,0,0,0,377,32,24,8,"Walker County, Alabama",0,0,22,216,29,74,27,27,226,22,223,0,254,101,27,27,27,241,43,39,17
"G0101290","2011-2015",,,"Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Alabama",16997,16783,11077,4224,1375,63,0,23,21,0,21,214,79,0,0,0,0,83,52,48,4,"Washington County, Alabama",0,0,18,79,18,73,18,36,21,18,21,0,77,18,18,18,18,79,76,76,5
"G0101310","2011-2015",,,"Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilcox County, Alabama",11235,11169,3073,8092,4,0,0,0,0,0,0,66,0,0,0,0,0,66,0,0,0,"Wilcox County, Alabama",0,63,18,64,6,18,18,18,18,18,18,63,18,18,18,18,18,63,18,18,18
"G0101330","2011-2015",,,"Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winston County, Alabama",24130,23463,22754,122,69,43,0,0,475,0,475,667,453,0,113,0,16,27,58,58,0,"Winston County, Alabama",0,0,21,88,62,43,21,21,118,21,118,0,141,21,148,21,25,34,50,50,21
"G0200130","2011-2015",,,"Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aleutians East Borough, Alaska",3304,2906,495,303,958,1008,37,0,105,0,105,398,217,1,21,1,0,123,35,26,9,"Aleutians East Borough, Alaska",0,74,84,95,167,183,20,9,34,9,34,74,82,2,21,6,9,48,19,14,10
"G0200160","2011-2015",,,"Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aleutians West Census Area, Alaska",5684,5061,1578,262,736,2090,139,6,250,0,250,623,216,7,2,22,2,295,79,52,27,"Aleutians West Census Area, Alaska",0,108,4,69,23,115,3,5,45,12,45,108,74,7,2,16,2,76,32,27,14
"G0200200","2011-2015",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anchorage Municipality, Alaska",299107,273417,180457,16535,18830,26019,6280,438,24858,317,24541,25690,13797,976,915,304,156,4788,4754,1739,3015,"Anchorage Municipality, Alaska",0,0,214,568,1112,855,287,258,1594,237,1568,0,947,312,386,200,120,821,719,433,623
"G0200500","2011-2015",,,"Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bethel Census Area, Alaska",17776,17451,2016,142,14321,209,48,0,715,0,715,325,120,0,94,0,23,61,27,10,17,"Bethel Census Area, Alaska",0,0,14,22,213,26,69,14,208,14,208,0,79,14,50,14,35,77,21,11,19
"G0200600","2011-2015",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol Bay Borough, Alaska",970,901,518,5,281,7,2,0,88,0,88,69,29,0,3,0,0,19,18,0,18,"Bristol Bay Borough, Alaska",91,87,61,7,46,12,5,9,30,9,30,27,17,9,3,9,9,15,16,9,16
"G0200680","2011-2015",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denali Borough, Alaska",2060,2006,1745,13,73,59,0,0,116,0,116,54,54,0,0,0,0,0,0,0,0,"Denali Borough, Alaska",143,147,155,22,49,37,9,9,52,9,52,51,51,9,9,9,9,9,9,9,9
"G0200700","2011-2015",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillingham Census Area, Alaska",4979,4835,881,17,3572,72,1,0,292,0,292,144,51,0,47,0,0,24,22,0,22,"Dillingham Census Area, Alaska",0,0,9,12,56,13,2,9,59,9,59,0,35,9,33,9,9,14,21,9,21
"G0200900","2011-2015",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairbanks North Star Borough, Alaska",99705,92349,71649,4131,5719,2587,575,0,7688,17,7671,7356,4774,209,569,34,58,889,823,80,743,"Fairbanks North Star Borough, Alaska",0,0,18,368,559,224,14,20,665,18,664,0,516,144,358,35,89,353,313,67,284
"G0201000","2011-2015",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haines Borough, Alaska",2560,2521,2037,1,163,77,0,0,243,8,235,39,25,0,1,0,0,13,0,0,0,"Haines Borough, Alaska",0,32,159,3,61,60,9,9,126,11,127,32,22,9,4,9,9,21,9,9,9
"G0201050","2011-2015",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoonah-Angoon Census Area, Alaska",2128,2081,1049,47,690,56,1,4,234,0,234,47,20,0,18,0,0,9,0,0,0,"Hoonah-Angoon Census Area, Alaska",0,32,103,52,87,49,3,6,55,9,55,32,18,9,14,9,9,13,9,9,9
"G0201100","2011-2015",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juneau City and Borough, Alaska",32531,30546,21476,402,3826,2031,354,144,2313,0,2313,1985,969,11,191,185,0,242,387,121,266,"Juneau City and Borough, Alaska",0,0,19,37,378,163,30,175,404,18,404,0,203,18,105,176,18,171,170,94,144
"G0201220","2011-2015",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenai Peninsula Borough, Alaska",57221,55097,46738,353,4182,732,40,73,2979,4,2975,2124,1377,10,173,0,0,247,317,133,184,"Kenai Peninsula Borough, Alaska",0,0,82,59,313,145,34,81,369,7,369,0,151,9,117,20,20,156,140,83,126
"G0201300","2011-2015",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ketchikan Gateway Borough, Alaska",13699,13036,8903,58,1857,1001,7,22,1188,0,1188,663,377,0,103,0,0,68,115,13,102,"Ketchikan Gateway Borough, Alaska",0,0,23,38,153,71,8,23,175,14,175,0,86,14,52,14,14,93,55,16,49
"G0201500","2011-2015",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kodiak Island Borough, Alaska",13973,12787,7186,62,1863,2973,126,0,577,0,577,1186,363,4,93,0,30,391,305,290,15,"Kodiak Island Borough, Alaska",0,0,14,43,166,105,8,14,195,14,195,0,160,7,63,14,47,192,168,170,19
"G0201580","2011-2015",,,"Alaska","02","Kusilvak Census Area","158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kusilvak Census Area, Alaska",7914,7833,353,28,6915,35,4,0,498,0,498,81,19,0,50,0,0,0,12,0,12,"Kusilvak Census Area, Alaska",0,0,12,5,69,6,5,12,69,12,69,0,24,12,23,12,12,12,12,12,12
"G0201640","2011-2015",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake and Peninsula Borough, Alaska",1474,1442,310,8,997,47,10,0,70,2,68,32,15,0,15,0,0,2,0,0,0,"Lake and Peninsula Borough, Alaska",143,139,50,13,108,62,8,9,24,3,23,21,16,9,10,9,9,4,9,9,9
"G0201700","2011-2015",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matanuska-Susitna Borough, Alaska",96178,91886,77677,925,4953,1379,247,173,6532,55,6477,4292,3138,34,119,7,0,512,482,125,357,"Matanuska-Susitna Borough, Alaska",0,0,142,156,369,209,60,118,483,75,480,0,221,25,48,7,20,182,114,50,98
"G0201800","2011-2015",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nome Census Area, Alaska",9854,9661,1630,72,6874,119,19,3,944,0,944,193,90,0,39,0,0,11,53,12,41,"Nome Census Area, Alaska",0,0,12,8,125,15,17,7,128,12,128,0,25,12,20,12,12,10,26,13,25
"G0201850","2011-2015",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Slope Borough, Alaska",9667,9317,3112,53,4581,515,537,6,513,0,513,350,75,11,64,0,0,173,27,7,20,"North Slope Borough, Alaska",0,0,11,36,242,41,200,11,148,12,148,0,52,23,51,12,12,78,28,14,22
